Date,Open,High,Low,Close,Volume
2023-08-31,76.61,78.97,76.48,78.37,578423
2023-08-30,75.97,77.29,75.74,76.61,1658118
2023-08-29,76.67,77.70,74.92,75.97,811518
2023-08-28,76.88,77.66,75.91,76.67,854524
2023-08-25,78.02,78.99,76.44,76.88,913368
2023-08-24,78.63,79.08,77.68,78.02,942401
2023-08-23,78.69,79.50,78.07,78.63,1863295
2023-08-22,78.16,79.44,77.98,78.69,1748691
2023-08-21,78.49,79.15,77.88,78.16,1462567
2023-08-18,77.44,79.07,76.89,78.49,1151727
2023-08-17,77.24,77.69,76.10,77.44,1068176
2023-08-16,77.81,78.61,77.13,77.24,2428109
2023-08-15,78.73,78.84,76.78,77.81,2721352
2023-08-14,78.56,79.41,78.12,78.73,1035496
2023-08-11,79.40,79.83,78.26,78.56,1182312
2023-08-10,78.21,80.42,77.58,79.40,2076871
2023-08-09,79.90,80.71,77.17,78.21,1933199
2023-08-08,79.20,80.88,78.97,79.90,2517116
2023-08-07,78.10,79.75,77.38,79.20,1917161
2023-08-04,78.63,79.15,77.75,78.10,2151469
2023-08-03,78.91,79.15,77.61,78.63,1102846
2023-08-02,78.33,79.77,78.13,78.91,2413517
2023-08-01,78.47,78.89,77.21,78.33,2387548
2023-07-31,78.03,79.41,77.90,78.47,1584694
2023-07-28,77.87,78.50,76.90,78.03,1046290
2023-07-27,76.96,78.16,76.01,77.87,686155
2023-07-26,77.86,78.60,76.76,76.96,1165363
2023-07-25,79.13,80.19,77.61,77.86,933308
2023-07-24,78.83,80.29,77.95,79.13,2187403
2023-07-21,79.06,79.59,78.64,78.83,2226765
2023-07-20,79.00,79.90,78.33,79.06,1963566
2023-07-19,79.10,79.69,78.07,79.00,611273
2023-07-18,79.43,80.04,79.01,79.10,953843
2023-07-17,79.27,79.95,78.17,79.43,2114008
2023-07-14,80.08,80.26,78.98,79.27,2525467
2023-07-13,80.71,81.03,79.20,80.08,1245469
2023-07-12,80.87,81.81,80.59,80.71,1795205
2023-07-11,80.58,81.85,79.52,80.87,1900267
2023-07-10,79.93,81.75,79.26,80.58,2846816
2023-07-07,79.92,80.03,79.83,79.93,782021
2023-07-06,80.48,81.44,79.29,79.92,483029
2023-07-05,80.20,81.35,79.13,80.48,1014082
2023-07-04,79.11,80.47,78.10,80.20,854191
2023-07-03,79.23,79.40,78.64,79.11,2558674
2023-06-30,77.46,80.34,76.50,79.23,2525703
2023-06-29,77.45,77.87,77.05,77.46,1010132
2023-06-28,77.37,78.28,76.86,77.45,2119304
2023-06-27,77.60,78.31,76.69,77.37,2633080
2023-06-26,78.02,78.28,76.88,77.60,916845
2023-06-23,78.23,78.46,76.97,78.02,741924
2023-06-22,77.59,78.32,77.08,78.23,633433
2023-06-21,78.97,79.91,76.92,77.59,2455081
2023-06-20,79.08,79.98,78.19,78.97,2980640
2023-06-19,79.83,80.52,78.89,79.08,2118094
2023-06-16,80.51,80.73,79.54,79.83,1242256
2023-06-15,79.81,80.74,79.36,80.51,1178468
2023-06-14,79.07,80.33,78.98,79.81,2556804
2023-06-13,79.68,80.42,78.68,79.07,2753998
2023-06-12,79.53,80.78,78.43,79.68,108838
2023-06-09,79.31,79.82,78.43,79.53,1788696
2023-06-08,79.27,79.63,78.94,79.31,2132581
2023-06-07,79.71,80.03,78.60,79.27,671280
2023-06-06,78.88,80.18,78.10,79.71,2326198
2023-06-05,79.65,79.86,78.70,78.88,2141914
2023-06-02,81.09,81.99,79.12,79.65,2202943
2023-06-01,80.14,81.24,79.57,81.09,448078
2023-05-31,82.55,83.39,79.85,80.14,1180212
2023-05-30,83.19,83.47,81.55,82.55,300307
2023-05-29,83.38,84.31,82.07,83.19,2146482
2023-05-26,83.27,84.53,82.63,83.38,2149943
2023-05-25,83.24,84.44,82.11,83.27,2933238
2023-05-24,85.08,85.76,82.45,83.24,1448894
2023-05-23,85.86,86.68,83.87,85.08,2806552
2023-05-22,86.23,86.51,85.08,85.86,2721592
2023-05-19,85.68,86.85,85.52,86.23,2019133
2023-05-18,85.72,86.99,84.83,85.68,1744329
2023-05-17,85.44,85.99,84.80,85.72,2202215
2023-05-16,86.13,86.59,84.54,85.44,1619433
2023-05-15,85.81,86.45,85.70,86.13,2233789
2023-05-12,85.44,86.03,84.23,85.81,1496766
2023-05-11,86.96,87.34,84.81,85.44,1917364
2023-05-10,86.51,87.19,85.95,86.96,1216441
2023-05-09,86.71,86.82,86.40,86.51,590849
2023-05-08,89.27,90.52,86.15,86.71,796805
2023-05-05,90.58,90.74,89.12,89.27,459042
2023-05-04,90.73,90.90,89.51,90.58,557762
2023-05-03,90.90,92.18,89.49,90.73,1351908
2023-05-02,91.02,92.13,89.64,90.90,733573
2023-05-01,90.52,92.08,89.40,91.02,1362442
2023-04-28,88.33,91.69,87.29,90.52,585347
2023-04-27,88.06,88.42,87.07,88.33,1682281
2023-04-26,88.88,89.35,87.53,88.06,2415211
2023-04-25,89.63,90.85,87.63,88.88,627980
2023-04-24,89.84,90.11,88.37,89.63,1604164
2023-04-21,89.46,90.24,89.26,89.84,2817602
2023-04-20,89.24,90.06,88.34,89.46,1658598
2023-04-19,87.32,90.42,86.14,89.24,170671
2023-04-18,86.78,88.16,86.40,87.32,612389
2023-04-17,85.41,86.96,84.84,86.78,2672183
2023-04-14,85.03,86.16,84.16,85.41,764974
2023-04-13,84.89,86.09,83.88,85.03,515571
2023-04-12,84.36,85.98,83.72,84.89,535526
2023-04-11,84.56,85.42,83.71,84.36,2796302
2023-04-10,84.63,85.83,83.81,84.56,2800485
2023-04-07,84.56,85.09,83.41,84.63,2906733
2023-04-06,84.55,85.53,83.94,84.56,809406
2023-04-05,83.53,85.37,82.58,84.55,1906464
2023-04-04,82.86,83.77,82.72,83.53,2566415
2023-04-03,82.71,83.14,81.77,82.86,1518956
2023-03-31,83.01,84.24,82.46,82.71,2591076
2023-03-30,83.48,84.07,82.65,83.01,1251300
2023-03-29,82.10,84.32,81.40,83.48,1247968
2023-03-28,82.20,83.15,81.03,82.10,586789
2023-03-27,81.38,82.37,80.82,82.20,2949276
2023-03-24,80.43,82.49,80.02,81.38,2776532
2023-03-23,79.11,80.88,78.80,80.43,1701064
2023-03-22,80.41,80.73,79.03,79.11,2679292
2023-03-21,81.10,81.87,79.28,80.41,608874
2023-03-20,80.03,81.69,79.55,81.10,1597034
2023-03-17,82.72,83.61,78.84,80.03,2005873
2023-03-16,82.42,83.03,82.21,82.72,439559
2023-03-15,83.05,84.23,81.53,82.42,1180801
2023-03-14,81.25,83.86,80.73,83.05,152090
2023-03-13,81.51,82.03,81.08,81.25,800558
2023-03-10,82.33,83.42,81.00,81.51,2130134
2023-03-09,83.06,84.23,81.83,82.33,209313
2023-03-08,83.54,84.77,82.96,83.06,788731
2023-03-07,85.64,85.80,82.75,83.54,666635
2023-03-06,86.71,87.43,85.34,85.64,388153
2023-03-03,88.04,89.02,85.89,86.71,589720
2023-03-02,88.41,89.31,87.45,88.04,2409845
2023-03-01,89.91,91.10,87.92,88.41,506765
2023-02-28,91.78,92.32,88.91,89.91,357805
2023-02-27,90.87,92.32,89.76,91.78,2151991
2023-02-24,92.09,92.83,90.18,90.87,2682542
2023-02-23,92.15,93.50,90.98,92.09,315943
2023-02-22,92.08,92.52,91.08,92.15,1825983
2023-02-21,91.87,92.48,91.07,92.08,918422
2023-02-20,91.85,93.02,91.11,91.87,2542779
2023-02-17,93.28,94.31,91.44,91.85,118679
2023-02-16,93.04,94.47,92.44,93.28,2512961
2023-02-15,95.32,95.74,91.76,93.04,2820310
2023-02-14,95.32,95.52,94.01,95.32,2058214
2023-02-13,93.46,95.92,92.14,95.32,1172061
2023-02-10,93.75,94.24,92.12,93.46,1265286
2023-02-09,93.01,94.44,91.98,93.75,1499356
2023-02-08,94.08,95.45,92.14,93.01,1021511
2023-02-07,92.49,94.72,91.78,94.08,1063246
2023-02-06,93.30,93.64,92.12,92.49,405422
2023-02-03,93.25,93.61,92.81,93.30,1268700
2023-02-02,93.29,94.32,92.81,93.25,2446330
2023-02-01,94.06,94.86,93.06,93.29,1891307
2023-01-31,92.06,95.01,91.38,94.06,2161890
2023-01-30,91.34,92.37,90.47,92.06,2240408
2023-01-27,90.94,92.34,89.74,91.34,2813998
2023-01-26,91.57,92.76,89.83,90.94,680498
2023-01-25,92.61,92.74,90.54,91.57,1316088
2023-01-24,92.38,93.73,92.05,92.61,2754563
2023-01-23,94.32,95.67,91.00,92.38,1269322
2023-01-20,95.40,96.41,93.52,94.32,2167980
2023-01-19,94.98,96.21,94.10,95.40,1561659
2023-01-18,95.02,95.22,93.68,94.98,1043306
2023-01-17,94.81,95.67,93.90,95.02,910979
2023-01-16,93.92,95.47,93.80,94.81,2996214
2023-01-13,92.61,94.82,92.32,93.92,1197800
2023-01-12,92.67,93.87,91.28,92.61,2145590
2023-01-11,91.39,93.21,91.25,92.67,2306149
2023-01-10,92.54,93.54,90.64,91.39,1779166
2023-01-09,93.54,94.06,91.39,92.54,1489349
2023-01-06,93.08,93.80,92.59,93.54,799542
2023-01-05,94.51,94.94,92.54,93.08,2902787
2023-01-04,94.51,95.52,93.99,94.51,1683072
2023-01-03,95.83,96.06,93.11,94.51,2503811
2023-01-02,94.92,97.14,94.30,95.83,2044761
2022-12-30,93.51,96.09,92.19,94.92,2894073
2022-12-29,93.66,94.61,92.49,93.51,1805841
2022-12-28,95.60,96.64,92.29,93.66,449012
2022-12-27,95.47,96.81,94.42,95.60,2574033
2022-12-26,95.35,96.69,95.16,95.47,2812210
2022-12-23,93.39,96.51,92.85,95.35,2338471
2022-12-22,93.68,94.23,92.88,93.39,1591229
2022-12-21,91.94,94.31,90.98,93.68,2472722
2022-12-20,92.09,92.22,90.60,91.94,2919227
2022-12-19,92.74,93.77,90.80,92.09,2838978
2022-12-16,93.27,94.13,91.65,92.74,2892891
2022-12-15,94.04,94.35,92.14,93.27,2274939
2022-12-14,96.15,96.90,93.22,94.04,137350
2022-12-13,95.91,97.50,95.06,96.15,931671
2022-12-12,94.54,97.06,94.17,95.91,2773946
2022-12-09,94.45,95.92,93.94,94.54,2299332
2022-12-08,95.30,96.30,93.67,94.45,2083317
2022-12-07,94.05,96.28,92.97,95.30,537688
2022-12-06,92.25,94.81,91.69,94.05,1761339
2022-12-05,92.23,92.62,91.51,92.25,520740
2022-12-02,92.33,93.41,90.94,92.23,1478898
2022-12-01,91.59,93.63,91.43,92.33,1644738
2022-11-30,93.33,93.43,90.59,91.59,376481
2022-11-29,92.91,94.29,91.56,93.33,833771
2022-11-28,92.53,93.67,91.84,92.91,1163394
2022-11-25,93.81,95.18,91.79,92.53,1396853
2022-11-24,94.39,94.91,92.90,93.81,2771974
2022-11-23,94.11,94.96,92.93,94.39,2114122
2022-11-22,92.97,95.44,91.87,94.11,2368481
2022-11-21,93.13,93.76,92.45,92.97,1023755
2022-11-18,92.82,94.06,92.40,93.13,395075
2022-11-17,93.70,94.40,92.62,92.82,936315
2022-11-16,95.11,95.51,92.32,93.70,2018100
2022-11-15,94.67,95.24,93.95,95.11,1615105
2022-11-14,94.29,95.82,93.85,94.67,997516
2022-11-11,93.96,94.48,92.62,94.29,1741381
2022-11-10,92.12,95.04,91.96,93.96,2437452
2022-11-09,92.16,92.88,91.70,92.12,794534
2022-11-08,89.98,92.68,89.05,92.16,1875699
2022-11-07,89.43,90.23,88.43,89.98,618821
2022-11-04,89.54,90.83,88.98,89.43,2150980
2022-11-03,88.52,89.81,88.27,89.54,2513447
2022-11-02,87.34,89.39,86.23,88.52,190277
2022-11-01,86.99,87.78,86.62,87.34,2985760
2022-10-31,86.43,88.21,85.33,86.99,1546009
2022-10-28,87.85,88.40,85.46,86.43,364564
2022-10-27,88.59,89.20,86.73,87.85,898333
2022-10-26,89.60,90.11,87.44,88.59,2492914
2022-10-25,90.40,91.37,88.97,89.60,2119404
2022-10-24,89.82,91.41,89.21,90.40,229611
2022-10-21,90.26,90.54,89.11,89.82,553268
2022-10-20,91.47,92.35,89.64,90.26,2649317
2022-10-19,92.12,92.45,90.19,91.47,1971855
2022-10-18,92.39,93.64,91.04,92.12,126674
2022-10-17,92.85,92.98,91.96,92.39,2020549
2022-10-14,94.20,94.83,91.59,92.85,2385609
2022-10-13,94.79,95.66,92.95,94.20,1895965
2022-10-12,96.29,96.42,93.40,94.79,433292
2022-10-11,98.02,98.56,96.06,96.29,1755169
2022-10-10,98.30,99.11,97.23,98.02,1516130
2022-10-07,99.16,100.50,97.22,98.30,1384781
2022-10-06,100.15,100.72,99.04,99.16,2930560
2022-10-05,101.58,102.59,98.74,100.15,2024684
2022-10-04,101.69,102.01,101.10,101.58,444607
2022-10-03,102.24,102.48,100.38,101.69,774243
2022-09-30,103.02,103.76,101.16,102.24,422525
2022-09-29,102.21,104.13,101.12,103.02,737909
2022-09-28,104.45,105.77,102.01,102.21,387588
2022-09-27,104.73,105.02,103.76,104.45,1182625
2022-09-26,106.78,108.07,104.00,104.73,2839235
2022-09-23,108.07,108.90,106.58,106.78,2010976
2022-09-22,108.27,108.86,106.75,108.07,198154
2022-09-21,108.90,110.44,107.29,108.27,2375684
2022-09-20,108.01,109.15,106.39,108.90,1246159
2022-09-19,108.17,109.63,107.30,108.01,2774552
2022-09-16,108.95,110.30,108.03,108.17,1575711
2022-09-15,108.19,109.38,106.61,108.95,2820729
2022-09-14,109.24,110.12,106.85,108.19,279646
2022-09-13,109.73,111.08,108.80,109.24,193894
2022-09-12,107.87,111.25,106.57,109.73,1864920
2022-09-09,106.27,108.73,105.33,107.87,2769123
2022-09-08,106.64,107.68,104.92,106.27,797155
2022-09-07,105.03,106.92,104.07,106.64,1737125
2022-09-06,105.18,106.51,103.85,105.03,248459
2022-09-05,104.62,105.62,103.62,105.18,736187
2022-09-02,104.59,105.08,103.30,104.62,746893
2022-09-01,105.73,107.24,103.46,104.59,2910992
2022-08-31,108.20,108.97,105.19,105.73,1230440
2022-08-30,106.02,109.09,105.91,108.20,2437713
2022-08-29,106.96,107.25,105.22,106.02,535798
2022-08-26,107.80,108.33,105.53,106.96,1768547
2022-08-25,109.36,109.95,107.08,107.80,1633220
2022-08-24,109.87,110.53,108.37,109.36,2918201
2022-08-23,109.11,110.83,108.74,109.87,1347397
2022-08-22,109.13,110.63,108.86,109.11,1584382
2022-08-19,107.11,109.49,106.60,109.13,727086
2022-08-18,107.04,107.64,106.09,107.11,217679
2022-08-17,106.35,107.60,105.56,107.04,1747190
2022-08-16,106.89,108.24,106.07,106.35,1631605
2022-08-15,106.85,107.78,106.54,106.89,1195928
2022-08-12,106.62,107.29,106.22,106.85,515721
2022-08-11,107.28,107.90,106.03,106.62,2860691
2022-08-10,106.58,108.23,105.65,107.28,653387
2022-08-09,105.50,107.96,105.29,106.58,1625022
2022-08-08,104.48,106.47,103.94,105.50,1214142
2022-08-05,103.80,105.76,103.12,104.48,556749
2022-08-04,103.98,104.28,102.64,103.80,2437196
2022-08-03,103.78,105.07,102.81,103.98,1828261
2022-08-02,105.60,106.27,103.18,103.78,2066616
2022-08-01,105.26,106.02,103.90,105.60,2581547
2022-07-29,105.38,106.10,104.39,105.26,2447395
2022-07-28,106.08,107.23,103.90,105.38,603902
2022-07-27,107.60,107.88,105.54,106.08,513685
2022-07-26,107.45,108.53,106.74,107.60,913099
2022-07-25,106.97,107.73,106.09,107.45,1577601
2022-07-22,107.20,108.23,106.15,106.97,1641821
2022-07-21,107.69,108.45,105.89,107.20,748774
2022-07-20,108.00,108.95,107.07,107.69,289622
2022-07-19,108.26,109.30,107.03,108.00,2633225
2022-07-18,107.30,108.60,106.68,108.26,182938
2022-07-15,108.28,109.71,106.53,107.30,1477038
2022-07-14,108.40,109.56,106.81,108.28,1041991
2022-07-13,107.22,109.86,106.24,108.40,1684719
2022-07-12,108.02,108.93,106.97,107.22,2425128
2022-07-11,108.53,109.94,106.56,108.02,623098
2022-07-08,108.28,109.18,106.94,108.53,216620
2022-07-07,107.87,109.69,106.74,108.28,1447927
2022-07-06,108.11,108.47,106.26,107.87,1139144
2022-07-05,108.08,109.51,106.86,108.11,797379
2022-07-04,107.17,108.82,106.30,108.08,814613
2022-07-01,106.88,107.98,106.09,107.17,458547
2022-06-30,105.64,108.27,105.34,106.88,562142
2022-06-29,105.53,106.33,105.35,105.64,299447
2022-06-28,105.60,105.72,105.15,105.53,2647654
2022-06-27,106.79,107.10,104.74,105.60,644008
2022-06-24,105.96,107.09,104.91,106.79,2870020
2022-06-23,104.31,106.80,103.13,105.96,2953523
2022-06-22,105.06,106.44,102.94,104.31,1388037
2022-06-21,103.71,106.28,102.80,105.06,2379759
2022-06-20,102.77,104.12,102.11,103.71,2133078
2022-06-17,103.04,103.35,102.59,102.77,2014915
2022-06-16,103.51,104.39,101.99,103.04,1462631
2022-06-15,104.06,104.51,102.93,103.51,2170642
2022-06-14,104.66,105.50,102.96,104.06,2750640
2022-06-13,105.14,106.29,103.75,104.66,2728786
2022-06-10,103.68,106.47,102.51,105.14,1451818
2022-06-09,104.98,105.10,103.44,103.68,1823567
2022-06-08,106.08,107.47,104.08,104.98,1661195
2022-06-07,107.68,108.42,105.32,106.08,1702300
2022-06-06,106.59,107.83,105.13,107.68,154831
2022-06-03,106.87,107.61,106.08,106.59,255617
2022-06-02,106.34,107.68,104.92,106.87,1456452
2022-06-01,108.09,109.08,106.01,106.34,326695
2022-05-31,110.26,110.52,107.79,108.09,149179
2022-05-30,111.81,113.20,109.69,110.26,160315
2022-05-27,113.22,114.58,111.49,111.81,2758146
2022-05-26,115.18,116.69,111.67,113.22,2481094
2022-05-25,116.87,118.13,114.33,115.18,909540
2022-05-24,114.97,117.08,114.84,116.87,1638810
2022-05-23,115.44,116.86,114.24,114.97,1634676
2022-05-20,114.84,115.81,114.34,115.44,1357070
2022-05-19,113.77,115.12,113.06,114.84,2984465
2022-05-18,113.72,114.13,113.51,113.77,698990
2022-05-17,112.40,115.39,112.10,113.72,2707699
2022-05-16,112.14,113.40,110.70,112.40,2575109
2022-05-13,111.77,113.43,110.39,112.14,990902
2022-05-12,112.05,112.91,110.59,111.77,405343
2022-05-11,111.52,112.54,110.59,112.05,2792919
2022-05-10,111.52,111.81,110.86,111.52,1986134
2022-05-09,110.98,113.11,109.56,111.52,2517737
2022-05-06,111.29,111.78,110.58,110.98,2668954
2022-05-05,109.87,111.87,108.74,111.29,2181977
2022-05-04,110.28,110.71,108.43,109.87,2597498
2022-05-03,108.98,110.84,108.81,110.28,196539
2022-05-02,108.24,109.16,107.61,108.98,2207595
2022-04-29,106.98,109.40,105.81,108.24,938947
2022-04-28,106.14,108.58,105.17,106.98,1024125
2022-04-27,106.39,107.72,105.87,106.14,668686
2022-04-26,106.17,107.12,105.16,106.39,1829473
2022-04-25,105.27,106.43,104.74,106.17,942723
2022-04-22,105.65,106.78,105.17,105.27,552394
2022-04-21,106.94,107.35,104.78,105.65,281301
2022-04-20,105.86,107.78,104.91,106.94,2737884
2022-04-19,104.81,106.10,103.66,105.86,2813429
2022-04-18,104.14,105.37,102.97,104.81,1063195
2022-04-15,104.14,105.52,103.13,104.14,816531
2022-04-14,105.92,106.59,103.96,104.14,1018273
2022-04-13,106.01,106.43,105.24,105.92,752077
2022-04-12,105.50,106.97,104.00,106.01,1508049
2022-04-11,105.90,106.22,105.02,105.50,1348964
2022-04-08,109.56,110.23,105.69,105.90,1450024
2022-04-07,110.27,110.61,108.75,109.56,2410509
2022-04-06,109.36,111.85,107.76,110.27,1378934
2022-04-05,109.32,110.39,108.24,109.36,963637
2022-04-04,108.02,110.03,107.73,109.32,2080161
2022-04-01,107.48,108.20,106.22,108.02,388261
2022-03-31,106.90,108.66,106.24,107.48,2776205
2022-03-30,106.62,108.11,105.19,106.90,361094
2022-03-29,106.42,107.55,105.03,106.62,429372
2022-03-28,107.33,107.63,105.77,106.42,2440410
2022-03-25,107.03,108.92,106.54,107.33,1998895
2022-03-24,106.52,108.22,105.22,107.03,1732730
2022-03-23,105.50,106.96,104.79,106.52,1414486
2022-03-22,105.10,106.82,103.70,105.50,635253
2022-03-21,108.92,109.92,104.62,105.10,2965813
2022-03-18,108.08,109.98,106.98,108.92,1465637
2022-03-17,108.28,108.67,107.44,108.08,190340
2022-03-16,109.16,110.22,107.06,108.28,2736002
2022-03-15,109.91,111.47,108.29,109.16,775781
2022-03-14,110.06,110.42,109.67,109.91,1107321
2022-03-11,111.97,113.31,108.54,110.06,919888
2022-03-10,111.32,113.14,110.40,111.97,2875722
2022-03-09,111.85,112.23,110.39,111.32,760033
2022-03-08,112.69,112.97,111.41,111.85,1593130
2022-03-07,115.05,115.88,111.05,112.69,1851346
2022-03-04,113.36,116.14,113.04,115.05,2018943
2022-03-03,112.90,113.98,112.65,113.36,1917515
2022-03-02,112.71,114.12,111.28,112.90,607762
2022-03-01,112.41,113.86,111.68,112.71,2895768
2022-02-28,112.72,113.58,111.83,112.41,673570
2022-02-25,112.91,113.47,111.62,112.72,552757
2022-02-24,110.16,113.53,108.77,112.91,2340470
2022-02-23,109.74,111.07,108.84,110.16,821295
2022-02-22,109.00,111.30,108.88,109.74,780819
2022-02-21,109.28,110.79,107.82,109.00,1064076
2022-02-18,108.64,110.30,107.02,109.28,1171426
2022-02-17,108.66,109.47,107.63,108.64,1695025
2022-02-16,109.34,110.63,107.57,108.66,1222097
2022-02-15,108.14,110.54,106.76,109.34,903425
2022-02-14,108.38,109.03,107.92,108.14,2819378
2022-02-11,108.64,109.68,107.18,108.38,1385630
2022-02-10,109.29,109.40,107.89,108.64,965022
2022-02-09,109.20,109.81,108.46,109.29,124865
2022-02-08,108.88,109.95,108.31,109.20,2562873
2022-02-07,108.40,109.59,106.83,108.88,243644
2022-02-04,109.42,109.97,107.16,108.40,2809743
2022-02-03,109.71,109.89,108.87,109.42,2369260
2022-02-02,110.21,111.32,109.00,109.71,912187
2022-02-01,110.12,111.53,108.53,110.21,1857304
2022-01-31,109.32,110.32,107.69,110.12,175935
2022-01-28,110.17,111.26,108.85,109.32,1771718
2022-01-27,109.24,111.09,108.69,110.17,963820
2022-01-26,110.12,110.94,108.20,109.24,183012
2022-01-25,110.88,112.09,108.80,110.12,107081
2022-01-24,111.44,112.74,110.37,110.88,2585550
2022-01-21,110.72,111.61,109.45,111.44,456208
2022-01-20,110.09,111.69,109.82,110.72,2922673
2022-01-19,110.24,110.67,109.55,110.09,421009
2022-01-18,108.74,110.58,107.71,110.24,1470118
2022-01-17,107.22,109.09,106.32,108.74,1395202
2022-01-14,105.92,108.14,105.74,107.22,2153370
2022-01-13,105.63,107.22,104.27,105.92,2748508
2022-01-12,106.35,107.06,104.09,105.63,2273183
2022-01-11,105.62,107.15,104.08,106.35,1826627
2022-01-10,103.76,105.89,103.21,105.62,1638919
2022-01-07,102.18,104.98,101.94,103.76,2793551
2022-01-06,104.21,105.07,101.57,102.18,172277
2022-01-05,104.43,105.75,103.97,104.21,1350167
2022-01-04,104.21,104.74,103.26,104.43,718750
2022-01-03,103.65,105.73,102.26,104.21,1382651
2021-12-31,104.00,104.70,103.14,103.65,1774779
2021-12-30,104.48,105.98,103.56,104.00,2526657
2021-12-29,104.35,105.41,103.82,104.48,625270
2021-12-28,105.09,106.28,102.79,104.35,1721092
2021-12-27,102.59,105.56,101.63,105.09,2674175
2021-12-24,102.05,102.80,100.86,102.59,796931
2021-12-23,99.93,102.65,99.41,102.05,1707635
2021-12-22,99.37,100.75,98.84,99.93,858543
2021-12-21,101.03,101.73,98.88,99.37,1503585
2021-12-20,100.51,101.29,100.35,101.03,2607367
2021-12-17,99.64,101.45,98.86,100.51,1292576
2021-12-16,97.28,100.83,96.70,99.64,2933850
2021-12-15,95.22,98.71,94.57,97.28,2610117
2021-12-14,96.26,97.37,93.99,95.22,674797
2021-12-13,96.93,97.60,95.40,96.26,1806322
2021-12-10,96.34,97.57,95.98,96.93,1308878
2021-12-09,95.03,97.46,94.41,96.34,175295
2021-12-08,94.90,96.15,94.56,95.03,2754191
2021-12-07,94.68,95.36,94.58,94.90,1221379
2021-12-06,96.52,96.70,94.56,94.68,2676534
2021-12-03,98.35,99.24,95.47,96.52,1871663
2021-12-02,98.83,99.93,97.68,98.35,1181684
2021-12-01,98.17,100.28,97.47,98.83,2425938
2021-11-30,99.19,99.65,97.22,98.17,2996133
2021-11-29,98.59,99.96,97.86,99.19,2466898
2021-11-26,99.14,100.62,98.01,98.59,100286
2021-11-25,99.92,100.19,98.29,99.14,1709529
2021-11-24,98.22,101.36,97.35,99.92,1169048
2021-11-23,98.95,99.46,97.28,98.22,1700719
2021-11-22,101.35,102.23,97.93,98.95,1830148
2021-11-19,101.42,102.17,100.06,101.35,2263148
2021-11-18,99.66,101.56,99.56,101.42,1455857
2021-11-17,100.89,101.69,98.32,99.66,2215191
2021-11-16,101.29,101.78,99.39,100.89,803356
2021-11-15,100.82,102.60,100.60,101.29,2676684
2021-11-12,102.28,103.75,99.96,100.82,265360
2021-11-11,104.15,104.27,101.83,102.28,1822333
2021-11-10,102.00,105.39,101.81,104.15,634724
2021-11-09,101.36,103.37,100.66,102.00,1306187
2021-11-08,101.01,101.55,99.95,101.36,1479586
2021-11-05,100.96,101.54,99.71,101.01,2477591
2021-11-04,100.98,101.35,100.29,100.96,2212839
2021-11-03,100.00,101.98,98.77,100.98,659325
